Sumatoria PSD,Mediana PSD,Varianza,Estado del ciclo
-9.027797209410908,-10.25383711877623,-7.897245526071109,Ciclo normal
-9.037968386318804,-10.261410992801132,-7.897310069204563,Ciclo normal
-8.995611592264444,-10.229870392840006,-7.877985643756534,Ciclo normal
-8.964800661011987,-10.206927314242238,-7.822055683159806,Ciclo normal
-8.937861417284314,-10.18686725243546,-7.808683222831824,Ciclo normal
-8.77644189937518,-10.066667683262168,-7.628254919538843,Ciclo normal
-8.860366593210824,-10.1291614396068,-7.73599766334221,Ciclo normal
-8.746235493350019,-10.04417475911418,-7.606683462143473,Ciclo normal
-8.723915737437908,-10.027554556908198,-7.5835438630573435,Ciclo normal
-8.722393210572895,-10.026420821196897,-7.566909012272978,Ciclo normal
-8.811639197276333,-10.092877029471236,-7.659227120350079,Ciclo normal
-8.818920641883667,-10.098299090657939,-7.665924248034922,Ciclo normal
-8.18740924158818,-9.628049904733288,-6.995884678860659,Ciclo normal
-8.207904754175521,-9.643311700423347,-6.977108873097563,Ciclo normal
-8.10053623366798,-9.56336071538403,-6.802055251503645,Ciclo normal
-8.837152055156889,-10.111874945956455,-7.727922578084919,Ciclo normal
-8.61766979110309,-9.948439484466514,-7.488964640762551,Ciclo normal
-8.728012592150893,-10.03060524231778,-7.5724137803725595,Ciclo normal
-8.677768788550255,-9.993191653327218,-7.539884248552943,Ciclo normal
-7.906342921141265,-9.41875644548418,-6.66457061531243,Ciclo normal
-7.944451984224243,-9.447134009843829,-6.710579462572018,Ciclo normal
-7.980381594731433,-9.473888664872794,-6.7331774040047865,Ciclo normal
-8.08314190665278,-9.550408189183557,-6.88513000517232,Ciclo normal
-7.99931242556413,-9.48798533449463,-6.792084664713039,Ciclo normal
-8.045941724082793,-9.52270741419058,-6.852502738089365,Ciclo normal
-7.913153676628125,-9.423828012098438,-6.653914829060597,Ciclo normal
-7.90481932627481,-9.41762191453943,-6.63195940508625,Ciclo normal
-7.836381175259979,-9.366660073096096,-6.588183463915629,Ciclo normal
-8.351865756048046,-9.75051094206312,-7.188485595317002,Ciclo normal
-9.681227341453775,-10.740407909941098,-8.722589740137085,Ciclo normal
-9.957333931608863,-10.946008171174883,-9.051810486060152,Ciclo normal
-9.795843356288675,-10.825755682533275,-8.844423035848017,Ciclo normal
-9.627295243209756,-10.700247863909109,-8.665835915469545,Ciclo normal
-9.041282902999793,-10.263879117388074,-7.980933170695235,Ciclo normal
-9.307465067083866,-10.46208923727522,-8.306591961919867,Ciclo normal
-9.032603788924382,-10.257416294327895,-7.95611476033375,Ciclo normal
-9.448932338984761,-10.567431551805205,-8.458357791112945,Ciclo normal
-8.923090289051167,-10.17586806671304,-7.816160604798936,Ciclo normal
-8.952876281466084,-10.198047933914687,-7.8908364219573155,Ciclo normal
-8.713279123218426,-10.019634099369974,-7.602963321619718,Ciclo normal
-8.792646463413305,-10.07873426377143,-7.696260667799033,Ciclo normal
-9.454849126548385,-10.571837433751421,-8.4105303730785,Ciclo normal
-9.03383081848396,-10.258329990687068,-7.9169988505517335,Ciclo normal
-9.061700204427858,-10.279082674508572,-7.988020758300276,Ciclo normal
-9.250576247024615,-10.419727496210987,-8.228976343400666,Ciclo normal
-9.262553214395309,-10.428646035729116,-8.22738683924589,Ciclo normal
-9.33258563048761,-10.480795035773177,-8.323992039343471,Ciclo normal
-9.297888677922872,-10.454958266407868,-8.238328953811292,Ciclo normal
-9.61463512310027,-10.690820620729918,-8.641520518308464,Ciclo normal
-9.573527424011292,-10.660210146907206,-8.612816377395061,Ciclo normal
-9.539586800702013,-10.63493657086274,-8.532040905663775,Ciclo normal
-9.522686836675323,-10.622352166580521,-8.534278116629388,Ciclo normal
-9.554646214907986,-10.6461504264962,-8.568311498668676,Ciclo normal
-9.228925818982157,-10.40360570244471,-8.209412118236001,Ciclo normal
-9.066113159270365,-10.282368741048769,-8.040685308196549,Ciclo normal
-9.090129698187303,-10.300252437534345,-8.02276271596513,Ciclo normal
-9.095490043063819,-10.30424396942155,-8.027223173731043,Ciclo normal
-9.082520965167133,-10.29458666393955,-8.002475872678556,Ciclo normal
-9.589280050855553,-10.671940197042927,-8.632424834658718,Ciclo normal
-10.051782418480894,-11.016338378804006,-9.152742323085171,Ciclo normal
-9.92231205786049,-10.91992945119712,-9.00810502462762,Ciclo normal
-9.979438098415425,-10.962467838117394,-9.068701674010809,Ciclo normal
-10.067823506444613,-11.028283229258829,-9.162566092417626,Ciclo normal
-9.929762098338559,-10.925477056121592,-9.022119253726911,Ciclo normal
-8.917486509325961,-10.171695263326688,-7.880307744852413,Ciclo normal
-9.636540006108204,-10.707131892439907,-8.692365686804896,Ciclo normal
-7.927465707090499,-9.43448533433665,-6.692069972044333,Ciclo normal
-8.15032049383632,-9.600432108524378,-6.924000794584778,Ciclo normal
-9.805009572326126,-10.832581221932237,-8.88090779245689,Ciclo normal
-9.76055564329392,-10.799479008056647,-8.83332544133332,Ciclo normal
-9.76329349361197,-10.801517723388196,-8.83622017900378,Ciclo normal
-9.822741734610238,-10.84578531530188,-8.90655464618236,Ciclo normal
-9.784640995233023,-10.817413946272225,-8.860492532795266,Ciclo normal
-9.836369610186106,-10.85593318891338,-8.91728338950774,Ciclo normal
-9.820717837620197,-10.844278238814956,-8.897459993901867,Ciclo normal
-8.476030694919153,-9.8429692272737,-7.285126937642734,Ciclo normal
-8.507584028458222,-9.866465128365078,-7.328810396019954,Ciclo normal
-8.543414754968232,-9.89314615103621,-7.381637231292039,Ciclo normal
-8.46659205986911,-9.835940834058874,-7.286590770056675,Ciclo normal
-8.488922720692551,-9.852569156293109,-7.296478213343615,Ciclo normal
-8.376200622925754,-9.768631677895522,-7.183224298232283,Ciclo normal
-8.172191836245768,-9.61671840326014,-6.981318391276962,Ciclo normal
-8.386254346196122,-9.776118090892151,-7.213029671709279,Ciclo normal
-8.414552349973427,-9.797189940370728,-7.249535737101896,Ciclo normal
-8.573995996432652,-9.915918192734429,-7.400240999505961,Ciclo normal
-8.463583262010058,-9.833700360268038,-7.290523854243517,Ciclo normal
-8.126404344719123,-9.58262316722738,-6.907867027891383,Ciclo normal
-8.318282232338643,-9.725503278627906,-7.127529842788501,Ciclo normal
-8.401359485990955,-9.787365994967411,-7.158438281193411,Ciclo normal
-8.30749846209008,-9.717473242858345,-7.093162036247024,Ciclo normal
-8.177697726477877,-9.620818313978049,-6.936741295157373,Ciclo normal
-8.13462916174832,-9.588747701862156,-6.914918912232873,Ciclo normal
-8.261067327314985,-9.682898723560607,-7.049183999806726,Ciclo normal
-8.152473169131653,-9.602035078459096,-6.919084955797022,Ciclo normal
-8.347351223676949,-9.747149236866287,-7.193525599214104,Ciclo normal
-8.48919834234599,-9.852774395435242,-7.352497484119662,Ciclo normal
-8.439084331008688,-9.815457455511151,-7.283182808525615,Ciclo normal
-8.560471420668343,-9.905847241110564,-7.422799524509285,Ciclo normal
-8.446320852545766,-9.820846065043106,-7.312591841076491,Ciclo normal
-8.579957129514804,-9.920357095955433,-7.456919133121098,Ciclo normal
-8.490199152643132,-9.853519639665027,-7.344120637109893,Ciclo normal
-8.664759676930322,-9.983504537312553,-7.549228703542214,Ciclo normal
-8.684027128732705,-9.997851869121149,-7.529419655489575,Ciclo normal
-8.572377350320597,-9.914712882713651,-7.43575843762177,Ciclo normal
-8.544654280115846,-9.89406915209749,-7.417318614580374,Ciclo normal
-8.501002256832761,-9.86156407234762,-7.366520955130022,Ciclo normal
-8.360766645805313,-9.757138908129907,-7.188456380144584,Ciclo normal
-8.515520542675851,-9.872374981059961,-7.387217885112694,Ciclo normal
-8.50540369496115,-9.864841562976435,-7.314011364386862,Ciclo normal
-8.606411540033838,-9.940056130776371,-7.459731956085759,Ciclo normal
-8.402462369121343,-9.788187246794946,-7.245052903026721,Ciclo normal
-8.238825207563842,-9.666336332806178,-7.0409403121066125,Ciclo normal
-8.207106270207735,-9.642717116651326,-6.996325925964605,Ciclo normal
-8.205036876932091,-9.641176161905598,-6.973944727034938,Ciclo normal
-8.499679898573216,-9.860579390369464,-7.334206723518286,Ciclo normal
-8.65702139854922,-9.977742299076606,-7.500478239454004,Ciclo normal
-8.811597906632127,-10.09284628277036,-7.6754902970901195,Ciclo normal
-8.596517911324495,-9.932688930649526,-7.448654846739623,Ciclo normal
-8.759736437759983,-10.054228113960686,-7.607533388305868,Ciclo normal
-8.732084876307155,-10.033637631487553,-7.5891522081241165,Ciclo normal
-8.775346982202676,-10.065852363197031,-7.645932278769749,Ciclo normal
-8.758555169066916,-10.053348493025762,-7.622354394835964,Ciclo normal
-8.852375655339541,-10.123211060731867,-7.7362910945298164,Ciclo normal
-8.760671661668203,-10.05492451989558,-7.627202575709269,Ciclo normal
-8.822795017748843,-10.101184109241508,-7.696794035695355,Ciclo normal
-8.698128531810838,-10.008352349992997,-7.552442969738223,Ciclo normal
-8.707622756573812,-10.015422137660524,-7.572262111828525,Ciclo normal
-8.351667034022222,-9.750362965525996,-7.142873780441423,Ciclo normal
-8.268971471236886,-9.688784471941204,-7.0696844877487806,Ciclo normal
-8.438835900521857,-9.81527246402287,-7.248329837255788,Ciclo normal
-8.571842164637571,-9.914314361590419,-7.400500212024746,Ciclo normal
-8.266986960005124,-9.687306723827598,-7.047213562828009,Ciclo normal
-8.506180187327562,-9.865419770912194,-7.340885988485519,Ciclo normal
-8.351638695033229,-9.7503418631573,-7.164758411154957,Ciclo normal
-8.437092080636953,-9.813973944505793,-7.243560066001393,Ciclo normal
-8.211196476262188,-9.64576285112128,-6.964608241764173,Ciclo normal
-8.288219476019366,-9.703117322426973,-7.056802803108486,Ciclo normal
-8.490866084822146,-9.85401626460934,-7.310694985053745,Ciclo normal
-8.469169369561415,-9.837860004135356,-7.29608566824557,Ciclo normal
-8.615193746111123,-9.946595720208881,-7.477505499691217,Ciclo normal
-8.231383367660033,-9.660794834886369,-7.018088301540333,Ciclo normal
-8.312440540902854,-9.721153316591588,-7.125367884885244,Ciclo normal
-8.803085578721598,-10.086507655582759,-7.696574023390054,Ciclo normal
-8.562468303826183,-9.907334201886698,-7.426633464661027,Ciclo normal
-8.607777066949502,-9.941072957904687,-7.474508788478984,Ciclo normal
-8.665350037046268,-9.983944143574602,-7.527850953941727,Ciclo normal
-8.512299311177232,-9.869976320497761,-7.37591445873952,Ciclo normal
-8.600463877613114,-9.935627258354332,-7.451952420614771,Ciclo normal
-8.626245627317326,-9.954825402471558,-7.485475327257897,Ciclo normal
-8.682262575268906,-9.996537910518319,-7.552293625670676,Ciclo normal
-8.702557432596324,-10.011650290470664,-7.578620090987366,Ciclo normal
-8.73502194801954,-10.035824695089039,-7.600320589753712,Ciclo normal
-8.6560329756453,-9.977006278999724,-7.525909603417114,Ciclo normal
-8.68260278014161,-9.996791240966143,-7.570923263849989,Ciclo normal
-8.331220864644166,-9.735137912701726,-7.132164392020159,Ciclo normal
-8.343202765708837,-9.744060125622637,-7.133353619239224,Ciclo normal
-8.253482063859858,-9.67725042660115,-7.057294292113993,Ciclo normal
-8.615470564766342,-9.946801850688727,-7.4660373737477475,Ciclo normal
-8.629225394400937,-9.957044258779003,-7.39654559538213,Ciclo normal
-8.643715840904296,-9.967834437250563,-7.41770924987952,Ciclo normal
-8.500001827048997,-9.860819111463247,-7.2669245931587385,Ciclo normal
-8.598410519376207,-9.934098243924312,-7.377546354401373,Ciclo normal
-8.52023614496996,-9.87588641116269,-7.3122100609379315,Ciclo normal
-8.579890495678649,-9.920307477678856,-7.3560160027308115,Ciclo normal
-8.600121910870806,-9.93537261594747,-7.387436722280688,Ciclo normal
-8.528254752986697,-9.88185739425767,-7.312565861643154,Ciclo normal
-8.537715033234928,-9.88890190539257,-7.328296090684612,Ciclo normal
-8.592552872118347,-9.929736400471722,-7.369342967377836,Ciclo normal
-8.095936608577063,-9.559935646712633,-6.833460706130211,Ciclo normal
-8.412041954584495,-9.79532059742285,-7.084405146118224,Ciclo normal
-8.428565559628105,-9.807624748676654,-7.175279716941496,Ciclo normal
-8.610744238211751,-9.943282434846902,-7.360842458014938,Ciclo normal
-8.656309242612503,-9.977211998670557,-7.388856165971913,Ciclo normal
-8.61235547335703,-9.94448222636136,-7.3456789656032955,Ciclo normal
-8.551513575922286,-9.899176863967988,-7.322688194815962,Ciclo normal
-8.618456324608264,-9.94902516944764,-7.35906923773831,Ciclo normal
-8.611938517251959,-9.94417174381122,-7.376675172812779,Ciclo normal
-8.450688684631654,-9.824098531231181,-7.232947612214539,Ciclo normal
-8.659047116096247,-9.97925073112417,-7.457150769593146,Ciclo normal
-8.968622468491299,-10.209773188279643,-7.790880120961442,Ciclo normal
-8.790345566556725,-10.077020921955622,-7.595310269373407,Ciclo normal
-8.903516621212816,-10.16129271375234,-7.728214936721348,Ciclo normal
-8.30276611050747,-9.713949340587375,-7.058792319761587,Ciclo normal
-8.28476203729257,-9.70054277234174,-7.030526376769146,Ciclo normal
-8.218137301950685,-9.650931273389837,-6.962308226491309,Ciclo normal
-8.2774732857921,-9.695115270287518,-7.021381168147713,Ciclo normal
-8.25093001266257,-9.675350065051433,-7.0069320848938155,Ciclo normal
-8.436765810597809,-9.813730990507326,-7.240959577076094,Ciclo normal
-8.210270248905328,-9.645073144404686,-6.94925482556793,Ciclo normal
-8.249126208621162,-9.674006878893255,-7.010802506045501,Ciclo normal
-9.129932436025053,-10.329891183004788,-8.094681123295633,Ciclo normal
-8.777908463749435,-10.067759747019362,-7.695368964031287,Ciclo normal
-8.797474588114671,-10.082329482705584,-7.71877183756704,Ciclo normal
-8.820517919934677,-10.099488489162466,-7.74416043750336,Ciclo normal
-8.512107675080838,-9.869833620432003,-7.393763768021056,Ciclo normal
-8.619038815814571,-9.949458916197067,-7.507399273570885,Ciclo normal
-8.64459779730953,-9.968491178022358,-7.547791592809431,Ciclo normal
-8.62957208948508,-9.957302422102744,-7.526786572917943,Ciclo normal
-8.480968305309656,-9.846645973667034,-7.313500017165744,Ciclo normal
-8.7578380597161,-10.052814504102432,-7.6809510769971245,Ciclo normal
-8.832202873955925,-10.108189583398609,-7.762146168817857,Ciclo normal
-8.849721126105477,-10.121234389791953,-7.777849930517342,Ciclo normal
-8.911470910422482,-10.167215802552253,-7.852858325418924,Ciclo normal
-8.900192185423268,-10.158817203010125,-7.844120908747776,Ciclo normal
-8.676850968095803,-9.992508206717991,-7.566831422905498,Ciclo normal
-8.711726572982624,-10.018478007030716,-7.618774988001112,Ciclo normal
-8.735288364950497,-10.03602308002125,-7.612487378731663,Ciclo normal
-8.678975783605969,-9.994090431159218,-7.577038263190723,Ciclo normal
-8.744178373438457,-10.042642943576206,-7.660677583800552,Ciclo normal
-8.391888084289073,-9.780313202390682,-7.2126667264605375,Ciclo normal
-8.835939917641467,-10.110972338831493,-7.754735313257711,Ciclo normal
-8.712024371293609,-10.018699759820427,-7.622189590557404,Ciclo normal
-8.865423169099943,-10.132926772643435,-7.801434143620462,Ciclo normal
-8.745555314684989,-10.043668270288771,-7.652246693188243,Ciclo normal
-8.608051998229683,-9.941277682967893,-7.49355195924483,Ciclo normal
-8.610222537082612,-9.942893954872629,-7.515297205248868,Ciclo normal
-8.743538705243079,-10.04216662050177,-7.664732144726861,Ciclo normal
-8.350610288444853,-9.749576069606901,-7.203992538457919,Ciclo normal
-8.480560431487492,-9.846342254157769,-7.310167316392634,Ciclo normal
-8.314457737982643,-9.722655403925797,-7.132832066802648,Ciclo normal
-8.373605924712683,-9.766699559624868,-7.215687508027429,Ciclo normal
-8.528672772049811,-9.882168668328497,-7.399065664195773,Ciclo normal
-8.281586087262331,-9.698177830236938,-7.106883604318867,Ciclo normal
-8.862424608790425,-10.130693922105054,-7.7867149045857555,Ciclo normal
-8.898066093012213,-10.15723402771816,-7.791110850616197,Ciclo normal
-8.741938551958972,-10.040975080985945,-7.630077778257692,Ciclo normal
-8.6960287330366,-10.006788754033918,-7.60334221146986,Ciclo normal
