Sumatoria PSD,Mediana PSD,Varianza,Estado del ciclo
2.4605112045984894e-07,4.170357973895745e-09,3.0697462472477264e-06,Ciclo normal
4.069624727081024e-07,6.897669028950888e-09,4.8564483686377005e-06,Ciclo normal
3.9553156402526276e-07,6.703924813987504e-09,5.0613999394404955e-06,Ciclo normal
3.7814469113457415e-07,6.409232053128376e-09,4.584393194246951e-06,Ciclo normal
3.661646704351033e-07,6.206180854832259e-09,4.469772078030053e-06,Ciclo normal
3.8995780684913207e-07,6.60945435337512e-09,4.6809491174559245e-06,Ciclo normal
3.0286455721928657e-07,5.133297579987908e-09,3.9926415016509205e-06,Ciclo normal
3.239476775382069e-07,5.490638602342489e-09,3.8829277031416204e-06,Ciclo normal
2.8182264178106297e-07,4.7766549454417455e-09,3.427471829971726e-06,Ciclo normal
3.3957424178769167e-07,5.7554956235201975e-09,3.963059776591054e-06,Ciclo normal
3.8180704030137407e-07,6.471305767819899e-09,4.6649390151941296e-06,Ciclo normal
3.6029324165999845e-07,6.106665112881329e-09,4.3636902408790665e-06,Ciclo normal
1.3023271584526164e-07,2.2073341668688412e-09,1.668743013439426e-06,Ciclo normal
1.8927998412939758e-07,3.2081353242270777e-09,2.190897211995599e-06,Ciclo normal
3.3918636599062614e-06,5.7489214574682395e-08,4.364881489402088e-05,Ciclo normal
3.2055968282995936e-06,5.4332149632196504e-08,4.0750406401219746e-05,Ciclo normal
2.818560210458161e-06,4.777220695691798e-08,3.685777440319206e-05,Ciclo normal
1.6182920715990113e-06,2.742867917964426e-08,2.542570375377944e-05,Ciclo normal
7.862594997928818e-07,1.3326432199879354e-08,1.1964565734813394e-05,Ciclo normal
2.0974007760541706e-06,3.55491656958334e-08,2.7064118465436547e-05,Ciclo normal
7.543582834483889e-07,1.2785733617769303e-08,1.1050656493852357e-05,Ciclo normal
2.3211666715974143e-06,3.9341807993176515e-08,3.183070217421125e-05,Ciclo normal
2.897106904921242e-06,4.91035068630719e-08,4.002457607692082e-05,Ciclo normal
2.7101776797239416e-06,4.5935214910575284e-08,3.3497861694777884e-05,Ciclo normal
1.0601058715576095e-06,1.7967896128095074e-08,1.4161917847362205e-05,Ciclo normal
1.4260523724498474e-06,2.417037919406521e-08,1.7663423586743416e-05,Ciclo normal
9.115423735051656e-07,1.544987073737569e-08,1.194914109277491e-05,Ciclo normal
8.971455246125268e-06,1.520585634936486e-07,0.00011344327074752636,Ciclo normal
6.936792256746333e-06,1.1757275011434463e-07,8.67437302368113e-05,Ciclo normal
8.504222298547768e-06,1.4413936099233504e-07,0.00010072769894846539,Ciclo normal
8.317958126983428e-06,1.4098234113531233e-07,0.00010071732661731696,Ciclo normal
6.842475960329515e-06,1.1597416881914431e-07,8.270883190546756e-05,Ciclo normal
1.4689980565992694e-06,2.489827214575033e-08,1.8073613513686717e-05,Ciclo normal
9.233944797369676e-07,1.565075389384691e-08,1.084153882408143e-05,Ciclo normal
2.1199633138965325e-06,3.593158159146665e-08,2.6688218291177234e-05,Ciclo normal
1.3942039142249535e-06,2.363057481737209e-08,1.6507954902936982e-05,Ciclo normal
9.813086966725283e-07,1.66323507910598e-08,1.1119430312933338e-05,Ciclo normal
1.4289304337753642e-06,2.4219159894497697e-08,1.7600486345026467e-05,Ciclo normal
2.0306081048242764e-06,3.441708652244536e-08,2.558917519032315e-05,Ciclo normal
1.7146492652444664e-06,2.906185195329604e-08,2.1533224677447273e-05,Ciclo normal
2.1532522525643728e-06,3.649580089092157e-08,2.6268014876315755e-05,Ciclo normal
5.29426507451912e-06,8.97333063477817e-08,6.683132761311608e-05,Ciclo normal
4.99485652933142e-06,8.465858524290542e-08,6.30786238988106e-05,Ciclo normal
4.15075557868452e-06,7.035178946922916e-08,5.129472652946725e-05,Ciclo normal
2.8253977415091242e-06,4.788809731371397e-08,3.420491847064215e-05,Ciclo normal
1.243434472868333e-06,2.107516055709039e-08,1.6126469906901718e-05,Ciclo normal
4.179501030481563e-06,7.083900051663666e-08,5.6486720659630943e-05,Ciclo normal
1.6019193558729882e-06,2.7151175523270987e-08,2.048711788550568e-05,Ciclo normal
3.3687546518374066e-07,5.709753647182045e-09,5.5771564421354125e-06,Ciclo normal
4.156823927082897e-07,7.045464283191351e-09,6.605595735232958e-06,Ciclo normal
4.6184847592153235e-07,7.827940269856481e-09,7.019205580148577e-06,Ciclo normal
4.42999204899269e-07,7.50846109998761e-09,6.43606836869431e-06,Ciclo normal
4.301959292655781e-07,7.291456428230137e-09,6.435051395212628e-06,Ciclo normal
4.858807355270313e-07,8.235266703847988e-09,6.746267531620208e-06,Ciclo normal
5.305093065804947e-07,8.991683162381265e-09,7.7272264219078e-06,Ciclo normal
5.726156179803221e-07,9.705349457293595e-09,7.980538634660803e-06,Ciclo normal
8.971604450906711e-07,1.5206109238824935e-08,1.2240711366677925e-05,Ciclo normal
7.116612022560802e-07,1.2062054275526783e-08,9.497054043977554e-06,Ciclo normal
9.74246281434941e-07,1.6512648837880357e-08,1.2871350378851332e-05,Ciclo normal
1.035104612145947e-06,1.7544145968575374e-08,1.3581154223038397e-05,Ciclo normal
1.0393818830582303e-06,1.7616642085732718e-08,1.4113611225372802e-05,Ciclo normal
8.144897626651307e-07,1.3804911231612385e-08,1.1385103625461519e-05,Ciclo normal
7.982948450782481e-07,1.3530421103021154e-08,1.1207526468703378e-05,Ciclo normal
4.1223294301212855e-06,6.986999034103874e-08,4.961270315661254e-05,Ciclo normal
3.9199826954960345e-06,6.644038466942431e-08,5.1605955992849714e-05,Ciclo normal
5.092369191984184e-06,8.631134223702006e-08,7.409874001606972e-05,Ciclo normal
7.590467614776291e-07,1.286519934707846e-08,9.681051197117662e-06,Ciclo normal
1.3762383398323421e-06,2.3326073556480374e-08,1.6875635075200727e-05,Ciclo normal
1.0236761688755216e-06,1.735044354026308e-08,1.3935310865643646e-05,Ciclo normal
1.1722752423786372e-06,1.9869071904722664e-08,1.5019967317368898e-05,Ciclo normal
8.074979481751284e-06,1.3686405901273363e-07,9.778815862018667e-05,Ciclo normal
7.385369659557648e-06,1.2517575694165505e-07,8.917591251827957e-05,Ciclo normal
6.7856212742588446e-06,1.150105300721838e-07,8.520797128795725e-05,Ciclo normal
5.310419542770478e-06,9.000711089441488e-08,6.248583859212605e-05,Ciclo normal
6.488112156512888e-06,1.0996800265276081e-07,7.561928591812153e-05,Ciclo normal
5.806131920127669e-06,9.840901559538422e-08,6.682963589980131e-05,Ciclo normal
7.947509157461417e-06,1.3470354504171892e-07,9.988954833034778e-05,Ciclo normal
8.103753522974804e-06,1.373517546266916e-07,0.00010435164524610579,Ciclo normal
9.498829252065708e-06,1.609971059672154e-07,0.00011380379703807251,Ciclo normal
2.738202066730371e-06,4.641020452085375e-08,3.289526440008564e-05,Ciclo normal
5.858403066636488e-08,9.929496723112691e-10,7.195263935861287e-07,Ciclo normal
2.259738226317475e-08,3.830064790368602e-10,2.6862060717042574e-07,Ciclo normal
3.976335678051695e-08,6.739551996697788e-10,5.03906356037943e-07,Ciclo normal
7.004348565059142e-08,1.18717772289138e-09,8.466891936678639e-07,Ciclo normal
4.260984144737203e-07,7.22200702497831e-09,5.235350981486752e-06,Ciclo normal
1.931803484697351e-07,3.27424319440229e-09,2.270694329949552e-06,Ciclo normal
4.369053582544606e-07,7.405175563634926e-09,5.567814450106501e-06,Ciclo normal
1.2446674407519924e-07,2.109605831783038e-09,1.5101126293349237e-06,Ciclo normal
5.969986582170965e-07,1.01186213257135e-08,7.837964781457234e-06,Ciclo normal
5.487797158965755e-07,9.30135111689111e-09,6.53779704263418e-06,Ciclo normal
1.0653310748328168e-06,1.8056458895471473e-08,1.2983099660567748e-05,Ciclo normal
8.58177717426072e-07,1.4545385041119865e-08,1.0434772924830972e-05,Ciclo normal
1.2216165238258298e-07,2.0705364810607286e-09,1.7195800489896371e-06,Ciclo normal
4.353622224779078e-07,7.3790207199645395e-09,6.131670961138283e-06,Ciclo normal
4.0164572724304717e-07,6.8075546990346976e-09,5.1438353533217035e-06,Ciclo normal
2.2964419131247495e-07,3.892274429024999e-09,2.78423650703916e-06,Ciclo normal
2.2147456538347876e-07,3.753806192940318e-09,2.795795787335362e-06,Ciclo normal
1.7885575740255939e-07,3.0314535152976166e-09,2.168307754498246e-06,Ciclo normal
1.989159283358556e-07,3.3714564124721287e-09,2.717112510133931e-06,Ciclo normal
7.301913243039401e-08,1.2376124140744748e-09,9.072836038787516e-07,Ciclo normal
8.350929703137795e-08,1.4154118140911517e-09,9.83969028515237e-07,Ciclo normal
9.320643610750759e-08,1.579770103517078e-09,1.2331346398591892e-06,Ciclo normal
9.841514700842028e-08,1.6680533391257673e-09,1.2255121430426467e-06,Ciclo normal
8.878167167293849e-08,1.5047740961514998e-09,1.1148012247294371e-06,Ciclo normal
2.4512572916033835e-07,4.154673375598955e-09,2.929638981928609e-06,Ciclo normal
3.965346489843125e-07,6.720926253971398e-09,4.508783732622312e-06,Ciclo normal
3.697604818603516e-07,6.2671268111923996e-09,4.71626683182307e-06,Ciclo normal
3.6401826990230796e-07,6.169801184784881e-09,4.663820097821853e-06,Ciclo normal
3.780556544930371e-07,6.407722957509104e-09,4.96175876777928e-06,Ciclo normal
7.933440651889251e-08,1.3446509579473307e-09,9.309631489100763e-07,Ciclo normal
1.6059443438882876e-08,2.721939565912352e-10,1.9559861330357124e-07,Ciclo normal
2.5594152447304788e-08,4.3379919402211507e-10,3.074659202692262e-07,Ciclo normal
2.0877154687719736e-08,3.538500794528769e-10,2.5486458475279005e-07,Ciclo normal
1.514155988645088e-08,2.5663660824493016e-10,1.8957439045747025e-07,Ciclo normal
2.492738482697342e-08,4.224980479148037e-10,2.944780090039206e-07,Ciclo normal
6.064983378235969e-07,1.0279632844467743e-08,6.708148107355714e-06,Ciclo normal
6.79420911614141e-08,1.151560867142612e-09,7.848612494951486e-07,Ciclo normal
7.68570433653995e-06,1.3026617519559238e-07,9.255257493522762e-05,Ciclo normal
4.513327807192748e-06,7.649708147784318e-08,5.765220473881773e-05,Ciclo normal
3.853168129032729e-08,6.530793439038524e-10,4.5207333626710546e-07,Ciclo normal
4.485407897970839e-08,7.602386267747184e-10,5.207305242071282e-07,Ciclo normal
4.443845705976682e-08,7.531941874536748e-10,5.162926607135612e-07,Ciclo normal
3.624883944418512e-08,6.143871092234766e-10,4.1863966891942235e-07,Ciclo normal
4.131821159815201e-08,7.003086711551187e-10,4.804344056728881e-07,Ciclo normal
3.45803639935267e-08,5.861078642970628e-10,4.053445044134867e-07,Ciclo normal
3.650290179126287e-08,6.186932506993707e-10,4.302245645564493e-07,Ciclo normal
1.9941046420255023e-06,3.3798383763144103e-08,2.6636346780016422e-05,Ciclo normal
1.8375597710911692e-06,3.114508086595202e-08,2.4185945689860876e-05,Ciclo normal
1.6736534746512897e-06,2.8367008044937114e-08,2.1501605050020038e-05,Ciclo normal
2.0432825811163584e-06,3.463190815451455e-08,2.6550646382651764e-05,Ciclo normal
1.9287063189878108e-06,3.26899376099629e-08,2.597843067829538e-05,Ciclo normal
2.574673289952266e-06,4.3638530338174e-08,3.327224209231428e-05,Ciclo normal
4.278788407534083e-06,7.252183741583191e-08,5.115273457116165e-05,Ciclo normal
2.5097964366914638e-06,4.253892265578752e-08,3.118829727431385e-05,Ciclo normal
2.3352392377903927e-06,3.958032606424395e-08,2.8800474897574802e-05,Ciclo normal
1.5446004108354157e-06,2.6179667980261284e-08,2.062387432499778e-05,Ciclo normal
2.0591942184974897e-06,3.4901596923686267e-08,2.63216448518085e-05,Ciclo normal
4.783411954279645e-06,8.107477888609568e-08,5.961484714566344e-05,Ciclo normal
2.9797401788964784e-06,5.050407082875387e-08,3.7515429502366035e-05,Ciclo normal
2.415168507804602e-06,4.093505945431529e-08,3.510255402855008e-05,Ciclo normal
3.0613964801443407e-06,5.1888075934649845e-08,4.037797874973158e-05,Ciclo normal
4.221554016926647e-06,7.155176299875673e-08,5.614477424369956e-05,Ciclo normal
4.688882424893393e-06,7.947258347276937e-08,5.874951711498406e-05,Ciclo normal
3.4372604735156438e-06,5.8258652093485485e-08,4.4335762977963817e-05,Ciclo normal
4.489725091246073e-06,7.60970354448487e-08,5.8243781049021836e-05,Ciclo normal
2.7695791124501067e-06,4.694201885508655e-08,3.253785171872633e-05,Ciclo normal
1.927330131297958e-06,3.2666612394880645e-08,2.29461298712046e-05,Ciclo normal
2.193098083732175e-06,3.7171153961562285e-08,2.6750561903087678e-05,Ciclo normal
1.600491094984342e-06,2.7126967711599014e-08,1.960404766133566e-05,Ciclo normal
2.152728058190443e-06,3.6486916240515986e-08,2.5070278652989387e-05,Ciclo normal
1.520545488033584e-06,2.5771957424298034e-08,1.814989254603618e-05,Ciclo normal
1.9223407091318703e-06,3.2582045917489324e-08,2.337770334904714e-05,Ciclo normal
1.2138858443223073e-06,2.0574336344445886e-08,1.4700654813306852e-05,Ciclo normal
1.152732490003253e-06,1.9537838813614457e-08,1.538516568807968e-05,Ciclo normal
1.5511927993183875e-06,2.6291403378277754e-08,1.903950571267988e-05,Ciclo normal
1.6682339130662825e-06,2.8275151068920042e-08,1.984744518548676e-05,Ciclo normal
1.869240511641373e-06,3.168204257019276e-08,2.2240105101135223e-05,Ciclo normal
2.677302613342318e-06,4.537801039563251e-08,3.289734674497809e-05,Ciclo normal
1.8000207111730295e-06,3.050882561310219e-08,2.12347467966996e-05,Ciclo normal
1.8479990017172573e-06,3.13220169782586e-08,2.4991699661190897e-05,Ciclo normal
1.4179284704467573e-06,2.4032685939775547e-08,1.8034578986109816e-05,Ciclo normal
2.4083906966798484e-06,4.0820181299658445e-08,2.9084297362663757e-05,Ciclo normal
3.632085663552621e-06,6.1560773958519e-08,4.51164487068804e-05,Ciclo normal
3.92769021838245e-06,6.657102065055e-08,4.9566728469739506e-05,Ciclo normal
3.947730923137586e-06,6.691069361250146e-08,5.1949068964047154e-05,Ciclo normal
1.8756663731568262e-06,3.179095547723434e-08,2.3898164204431865e-05,Ciclo normal
1.2392829444603894e-06,2.100479566882016e-08,1.6438393069165447e-05,Ciclo normal
8.145824615065505e-07,1.380648239841611e-08,1.0958319190912434e-05,Ciclo normal
1.4555293773539543e-06,2.466998944667719e-08,1.8492650463805182e-05,Ciclo normal
9.390629267145017e-07,1.5916320791771215e-08,1.2845944636193262e-05,Ciclo normal
1.0124323663618833e-06,1.7159870616303106e-08,1.3405870315643725e-05,Ciclo normal
8.998528061250887e-07,1.525174247669642e-08,1.1745359059733398e-05,Ciclo normal
9.420935868187729e-07,1.5967687912182593e-08,1.2410310080245734e-05,Ciclo normal
7.276534341465406e-07,1.2333109053331196e-08,9.490429304781007e-06,Ciclo normal
9.366699361003404e-07,1.587576162881933e-08,1.2270800889861504e-05,Ciclo normal
7.89799973171423e-07,1.3386440223244458e-08,1.042163861036168e-05,Ciclo normal
1.1098008563787864e-06,1.881018400642011e-08,1.4592278738429851e-05,Ciclo normal
1.081736498792489e-06,1.833451692868625e-08,1.3940195389744408e-05,Ciclo normal
2.7395762630882616e-06,4.6433495984546806e-08,3.6299053629167024e-05,Ciclo normal
3.3703933808849056e-06,5.712531154042213e-08,4.2448200744527905e-05,Ciclo normal
2.194496379206822e-06,3.719485388486139e-08,2.887657125227886e-05,Ciclo normal
1.5533782279653265e-06,2.6328444541785194e-08,2.0611882207327227e-05,Ciclo normal
3.3870674400699626e-06,5.740792271305021e-08,4.452122038887704e-05,Ciclo normal
1.844274938293438e-06,3.1258897259210815e-08,2.354635206502594e-05,Ciclo normal
2.7397722840973866e-06,4.643681837453198e-08,3.462720290439735e-05,Ciclo normal
2.2043348033935776e-06,3.736160683717928e-08,2.9179386435023642e-05,Ciclo normal
3.888356615246767e-06,6.590434941096215e-08,5.2973836536226604e-05,Ciclo normal
3.212574250888868e-06,5.445041103201471e-08,4.362538494514906e-05,Ciclo normal
1.9190224530809905e-06,3.252580428950831e-08,2.5175637618043978e-05,Ciclo normal
2.029743589767642e-06,3.4402433724875287e-08,2.600092920055036e-05,Ciclo normal
1.385308545917755e-06,2.3479805863012796e-08,1.7321470158016244e-05,Ciclo normal
3.6995249256056053e-06,6.27038122984001e-08,4.7347544181577105e-05,Ciclo normal
3.023720039076748e-06,5.124949218774149e-08,3.768981558884603e-05,Ciclo normal
8.339033030919604e-07,1.4133954289694244e-08,1.0427054612722954e-05,Ciclo normal
1.592122538939992e-06,2.6985127778643934e-08,1.9435433731044644e-05,Ciclo normal
1.4128101196624168e-06,2.3945934231566387e-08,1.7439845703387298e-05,Ciclo normal
1.2119682379586108e-06,2.054183454167137e-08,1.54406135963758e-05,Ciclo normal
1.8151702555017726e-06,3.07655975508775e-08,2.1778478395122416e-05,Ciclo normal
1.4404231352444907e-06,2.4413951444821877e-08,1.83551732723847e-05,Ciclo normal
1.3452475749692876e-06,2.2800806355411654e-08,1.7010254896091496e-05,Ciclo normal
1.1582117941943595e-06,1.9630708376175586e-08,1.45972977850398e-05,Ciclo normal
1.0966262930844123e-06,1.8586886323464617e-08,1.3736787695112096e-05,Ciclo normal
1.0043941809435207e-06,1.7023630185483402e-08,1.3063029194161582e-05,Ciclo normal
1.2425622245260673e-06,2.1060376686882498e-08,1.550948924006572e-05,Ciclo normal
1.1571535111337183e-06,1.9612771375147767e-08,1.3983382082181259e-05,Ciclo normal
2.8844344922363997e-06,4.8888720207396605e-08,3.714411345831543e-05,Ciclo normal
2.7987056115820837e-06,4.7435688331899724e-08,3.7049383301602335e-05,Ciclo normal
3.5025852098893386e-06,5.936585101507353e-08,4.357992198415775e-05,Ciclo normal
1.3842917621998077e-06,2.3462572240674706e-08,1.7778542364555138e-05,Ciclo normal
1.3346319420373776e-06,2.2620880373514874e-08,2.0795540633554255e-05,Ciclo normal
1.2841075621718397e-06,2.176453495206508e-08,1.9830005671189597e-05,Ciclo normal
1.874100110999889e-06,3.176440866101507e-08,2.7723602059402264e-05,Ciclo normal
1.4482657080542483e-06,2.4546876407699124e-08,2.1699191412832135e-05,Ciclo normal
1.7780545326667134e-06,3.013651750282565e-08,2.5091451404061148e-05,Ciclo normal
